TeamId,Gmina,GminaNazwa,Powiat,PowiatNazwa,PollingStationNumber,A.01,A.01.1,A.02,A.03,A.04,A.05,A.06-inne,A.06-naklejka foliowa,A.06-opaska samozaciskowa,A.06-opieczetowany i podpisany pasek papieru,A.07,A.08,A.08.1,A.09,A.10,A.10.1,A.11,A.12,A.13,A.13.1,A.14,A.15,A.16,A.16.1,A.16.2,A.17,A.17.1,A.18,A.19,A.A,A.B,A.C,B.00,B.01,B.02,B.03,B.03.1,B.04,B.04.1,B.04.2,B.05,B.05.1,B.06,B.07,B.08,B.09,B.10,B.11,B.12,B.13,B.13.1,B.14,B.15,B.16,B.16.1-inne,B.16.1-naklejka foliowa,B.16.1-opaska samozaciskowa,B.16.1-opieczetowany i podpisany pasek papieru,B.16.2,B.17,B.18,B.18.1,B.18.2,B.19,B.19.1,B.20,B.20.1,B.21,B.22,B.22.1,B.22.2,B.23,B.23.1,B.24,B.25,B.26,B.A,B.B,B.C,C1.01,C1.01.1,C1.01.2,C1.03,C1.04,C1.04.1,C1.05,C1.06,C1.06.1,C1.07.a,C1.07.b,C1.07.c,C1.07.d,C1.08,C1.08.1,C1.09,C1.10,C1.11,C1.11.1,C1.12,C1.13,C1.14,C1.A,C1.B,C1.C,C2.0,C2.01,C2.01.1,C2.02,C2.03,C2.03+,C2.04,C2.04.1,C2.05,C2.06,C2.06.1,C2.07,C2.08,C2.08.1,C2.09,C2.10,C2.10.1,C2.11,C2.12,C2.13,C2.14,C2.15,C2.16,C2.A,C2.B,C2.C,Cg.00,Cg.01,Cg.02,Cg.02.1,Cg.03,Cg.04,Cg.05,Cg.05.1,Cg.05.2,Cg.05.3,Cg.05.4,Cg.06,Cg.06.1,Cg.07.a,Cg.07.b,Cg.08,Cg.08.1,Cg.09,Cg.09.1,Cg.09.2,Cg.10,Cg.11,Cg.11.1,Cg.11.2,Cg.12,Cg.13,Cg.14,Cg.A,Cg.B,Cg.C,Cp.00,Cp.01,Cp.02,Cp.02.1,Cp.03,Cp.04,Cp.05,Cp.05.1,Cp.05.2,Cp.05.3,Cp.05.4,Cp.06,Cp.06.1,Cp.07.a,Cp.07.b,Cp.08,Cp.08.1,Cp.09,Cp.09.1,Cp.09.2,Cp.10,Cp.11,Cp.11.1,Cp.11.2,Cp.12,Cp.13,Cp.14,Cp.A,Cp.B,Cp.C,Cs.00,Cs.01,Cs.02,Cs.02.1,Cs.03,Cs.04,Cs.05,Cs.05.1,Cs.05.2,Cs.05.3,Cs.05.4,Cs.06,Cs.06.1,Cs.07.a,Cs.07.b,Cs.08,Cs.08.1,Cs.09,Cs.09.1,Cs.09.2,Cs.10,Cs.11,Cs.11.1,Cs.11.2,Cs.12,Cs.13,Cs.14,Cs.A,Cs.B,Cs.C,Cw.00,Cw.01,Cw.02,Cw.02.1,Cw.03,Cw.04,Cw.05,Cw.05.1,Cw.05.2,Cw.05.3,Cw.05.4,Cw.06,Cw.06.1,Cw.07.a,Cw.07.b,Cw.08,Cw.08.1,Cw.09,Cw.09.1,Cw.09.2,Cw.10,Cw.11,Cw.11.1,Cw.11.2,Cw.12,Cw.13,Cw.14,Cw.A,Cw.B,Cw.C,D.0,D.01,D.02,D.02.1,D.02.2,D.02.3,D.03,D.03.1,D.03.2,D.03.3,D.04,D.05,D.05.1,D.06,D.07,D.08,D.09,D.09.1,D.10,D.11,D.A,D.B,D.C,QA.01,QA.02,QA.03,QA.04,QA.05,QB.01,QB.02,QB.03,QB.04,QB.05,QB.06,QC1.01,QC1.02,QC1.03,QC1.04,QC1.08,QC1.09,QC1.10,QC1.11
2,140611,gm. Warka,140600,grójecki,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,tak,tak,tak,,nie,,,nie,,tak,zawsze lub prawie zawsze,czesto,Nikt,tak,nie,tak,czasami,nie,nie,zawsze lub prawie zawsze,tak,,,,,nie,nie,nie,,,tak,Żadna,nie,,nigdy lub prawie nigdy,nie,,,tak,Nieupoważniony członek komisji (jak wcześniej opisane) kolega który zmieniał kolegę,tak,nie,18:15,zla,zla,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,8,8,2,tak,30-35,,,,,,,,
2,140611,gm. Warka,140600,grójecki,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,tak,tak,nie,nie,nie,,,tak,KWW WARKA,tak,zawsze lub prawie zawsze,czasami,Nikt,tak,tak,tak,czasami,nie,nie,zawsze lub prawie zawsze,tak,,,,,nie,nie,nie,,,tak,Głosowanie rodzinne nie wzbudza żadnych reakcji,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,17:00,dobra,dobra,dobra,tak,,,tak,nie,,tak,,,tak,tak,tak,tak,nie,,tak,nie,,,tak,22:17,tak,bardzo zla,zla,dobra,22:22,tak,Nikt,tak,tak,tak,,,tak,nie,,nie,,,tak,tak,,,nie,tak,,,9,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:03,nie,tak,nie,tak,czasami,0,0,0,1 uznany za nie ważny,0,tak,tak,tak,tak,nie,,nie,,,tak,,,,tak,,00:35,dobra,dobra,dobra,22:48,nie,tak,nie,tak,czasami,Żadnego,Żadna nie miała takich dopisków,żadna,1 alE uznany za nieważny,,tak,tak,tak,tak,,,,tak,,tak,tak,,,tak,nie,00:00,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289,8,8,7,tak,,1289,8,8,8,9,7,9,tak
2,140611,gm. Warka,140600,grójecki,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,Nikt,tak,nie,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,,,,nie,nie,tak,tak,Wyjście wcześniejsze ze szpitala (wczoraj),tak,Żadna,nie,,nigdy lub prawie nigdy,nie,,,nie,Chłopiec mały zerwał plombę z urny. PrzewodnicAcy szybko zareagował i nakleił nowa plombę. Sam przewodniczący to opowiadał. Sytuacja z dnia,tak,tak,19:30,zla,zla,bardzo zla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819,9,5,4,tak,"Powyżej 50, ciężko stwierdzić",,,,,,,,
2,146505,Mokotów,146501,Warszawa,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,tak,tak,tak,tak,nie,,,tak,Komitet wyborców  kukiz 15,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,Nikt,tak,nie,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,,8:08,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708,5,3,3,tak,10,,,,,,,,
2,146505,Mokotów,146501,Warszawa,167,tak,,tak,tak,nie,tak,,,,,tak,tak,,tak,tak,,tak,tak,nie,,tak,tak,nie,,,nie,,nie,7:20,dobra,dobra,dobra,3,tak,nie,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,,,,,tak,nie,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,tak,7:20,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,5,2,5,tak,1600,5,2,0,tak,3,,,,,,,,
3,140703,gm. Gniewoszów,140700,kozienicki,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,zawsze lub prawie zawsze,,,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,14:05,bardzo dobra,bardzo dobra,bardzo dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,9,8,7,tak,15,,,,,,,,
3,140703,gm. Gniewoszów,140700,kozienicki,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,tak,tak,nie,nie,nie,,,tak,"byl mąż zaufania. twierdzi,że nie reprezentuje komitetu,tylko jakąś konkretną osobę. ciężko się z nią porozumieć",tak,zawsze lub prawie zawsze,zawsze lub prawie zawsze,0,tak,tak,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,,,tak,tak,nie,,,tak,małżonkowie razem konstultowali lub dopytywali na kogo glosowac. komisja nie reagowala,nie,,nigdy lub prawie nigdy,nie,,,tak,tuz za plecami komisji pracował przy komputerze człowiek przedstawiony jako informatyk. Przesylal sprawozdanie o frekwencji na. godzinę 12. nie utrudnial pracy,tak,nie,13.00,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,tak,27,,,,,,,,
3,140705,gm. Kozienice,140700,kozienicki,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,nigdy lub prawie nigdy,0,tak,nie,nie,zawsze lub prawie zawsze,,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,opaska samozaciskowa,,nie,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,,,tak,tak,10:35,dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,9,8,5,tak,65,,,,,,,,
3,140705,gm. Kozienice,140700,kozienicki,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,tak,tak,tak,tak,nie,,,nie,,tak,zawsze lub prawie zawsze,czasami,0,tak,tak,tak,zawsze lub prawie zawsze,nie,nie,zawsze lub prawie zawsze,tak,,,opaska samozaciskowa,,nie,tak,nie,,,nie,,nie,,nigdy lub prawie nigdy,nie,,,nie,,tak,nie,11:35,bardzo dobra,dobra,dobra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,9,8,5,tak,35,,,,,,,,
3,140706,gm. Magnuszew,140700,kozienicki,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,tak,tak,tak,tak,nie,,,nie,,tak,,,,,nie,tak,czesto,nie,nie,zawsze lub prawie zawsze,tak,,naklejka foliowa,opaska samozaciskowa,,,,,,,,brak reakcji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,9,7,7,tak,40,,,,,,,,
